id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label
2503,3 (2K-5K),škoda,2011,185349,75,stationwagon,grijs,diesel,Handgeschakeld,5,3,1199,1119,14,172,5,256,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,3 (2K-5K),citroen,2008,94217,73,hatchback,grijs,benzine,Handgeschakeld,3,4,1360,965,12.2,169,4,47,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,4 (5K-10K),peugeot,2010,174469,120,stationwagon,zwart,lpg g3,Handgeschakeld,5,4,1598,1223,10.6,200,5,44,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,2 (1K-2K),citroen,2003,224000,136,sedan,beige,lpg g3,Handgeschakeld,4,4,1997,1293,98,208,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2507,6 (> 15K),volvo,2013,94771,163,stationwagon,zwart,diesel,Handgeschakeld,5,5,1984,1614,10,205,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,6 (> 15K),porsche,2011,184251,245,0,wit,diesel,Automaat,0,6,2967,2055,8,220,5,93,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2509,3 (2K-5K),toyota,2004,267000,90,hatchback,grijs,diesel,Automaat,5,4,1364,1230,14.5,180,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2510,2 (1K-2K),volvo,2000,296400,140,sedan,grijs,benzine,Handgeschakeld,4,5,2435,0,0,205,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2511,2 (1K-2K),citroen,2000,318000,75,hatchback,oranje,benzine,Handgeschakeld,5,4,1149,940,13,170,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2512,2 (1K-2K),volkswagen,2001,118402,59,hatchback,rood,benzine,Handgeschakeld,5,4,1390,896,0,0,0,53,Euro4,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2514,4 (5K-10K),bmw,2009,212163,143,sedan,blauw,benzine,Handgeschakeld,4,4,1995,1335,9.1,210,5,46,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,3 (2K-5K),fiat,2006,175630,67,hatchback,grijs,benzine,Handgeschakeld,5,4,1242,1005,15,155,5,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,6 (> 15K),mercedes-benz,2014,31589,184,coupe,wit,benzine,Automaat,2,4,1991,1635,7.8,240,4,50,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,3 (2K-5K),renault,2004,155388,98,stationwagon,blauw,lpg g3,Handgeschakeld,5,4,1390,1238,99.9,0,5,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2519,6 (> 15K),subaru,2012,105068,147,0,wit,diesel,Handgeschakeld,0,4,1998,1390,9,198,5,50,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2520,4 (5K-10K),opel,2008,275251,90,0,wit,diesel,Handgeschakeld,0,4,1995,1890,0,145,9,124,Euro4,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2521,5 (10K-15K),kia,2010,163818,163,mpv,grijs,benzine,Handgeschakeld,5,4,1998,1355,10.4,184,5,81,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,4 (5K-10K),nissan,2014,29403,80,mpv,grijs,benzine,Handgeschakeld,4,3,1198,901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2523,2 (1K-2K),daihatsu,2004,147619,59,hatchback,zwart,benzine,Handgeschakeld,3,3,989,695,12.8,155,4,18,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,3 (2K-5K),renault,2004,141230,136,cabriolet,zwart,benzine,Handgeschakeld,2,4,1998,1365,10,205,4,100,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,5 (10K-15K),volkswagen,2013,58797,105,hatchback,wit,benzine,Handgeschakeld,5,4,1197,1045,9.9,188,5,32,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,6 (> 15K),kia,2014,74951,204,hatchback,zwart,benzine,Handgeschakeld,5,4,1591,1282,8,230,5,75,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,2 (1K-2K),volkswagen,2002,422585,101,stationwagon,blauw,diesel,Handgeschakeld,4,4,1896,1295,12.7,188,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2529,3 (2K-5K),mazda,2001,189524,98,hatchback,grijs,benzine,Handgeschakeld,5,4,1598,1085,11.6,182,5,87,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,3 (2K-5K),toyota,2006,159500,69,hatchback,blauw,benzine,Handgeschakeld,5,3,998,970,15.7,155,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2532,2 (1K-2K),fiat,2001,204006,80,hatchback,geel,benzine,Handgeschakeld,3,4,1242,905,11.4,172,5,54,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,3 (2K-5K),hyundai,2011,84778,69,hatchback,wit,benzine,Handgeschakeld,5,4,1086,880,15.2,156,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2534,1 (< 1K),mitsubishi,2000,201535,86,mpv,blauw,benzine,Handgeschakeld,5,4,1299,1095,13.4,170,5,68,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,2 (1K-2K),renault,2001,159922,75,hatchback,zwart,benzine,Handgeschakeld,3,4,1149,820,11.7,168,4,44,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,6 (> 15K),audi,2014,73250,301,sedan,zwart,benzine,Automaat,4,4,1984,1425,4.9,250,5,63,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,2 (1K-2K),seat,2001,193810,105,sedan,grijs,benzine,Handgeschakeld,4,0,1598,1134,10.9,192,5,74,Euro4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2540,2 (1K-2K),peugeot,2000,96590,75,hatchback,grijs,benzine,Handgeschakeld,3,4,1360,925,12.2,170,5,53,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,3 (2K-5K),volkswagen,2003,280979,131,stationwagon,zwart,diesel,Handgeschakeld,5,4,1896,1436,0,0,5,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2542,2 (1K-2K),citroen,2002,199750,109,hatchback,grijs,benzine,Handgeschakeld,5,4,1587,1141,9.7,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2543,5 (10K-15K),bmw,2008,185530,235,sedan,grijs,diesel,Handgeschakeld,4,6,2993,1555,7,250,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2545,5 (10K-15K),honda,2012,104523,99,hatchback,grijs,benzine,"2 versnellingen, Handgeschakeld",5,4,1339,1156,13,177,5,33,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,6 (> 15K),mercedes-benz,2000,51985,224,sedan,wit,benzine,Automaat,4,6,3199,1670,8,240,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2547,1 (< 1K),daihatsu,1998,243000,84,hatchback,rood,benzine,Handgeschakeld,3,4,1295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
2548,4 (5K-10K),peugeot,2013,138195,68,hatchback,blauw,benzine,Handgeschakeld,5,3,998,780,14,157,4,266,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,4 (5K-10K),peugeot,2008,48603,120,cabriolet,blauw,benzine,Handgeschakeld,2,4,1598,1327,10.7,200,4,59,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,3 (2K-5K),opel,2004,369157,101,mpv,zwart,diesel,Automaat,5,4,1995,1423,14.5,172,7,100,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,4 (5K-10K),mini,2006,68500,170,hatchback,groen,benzine,Automaat,3,4,1598,0,9.3,220,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2552,1 (< 1K),mercedes-benz,2006,253698,224,sedan,zwart,diesel,Automaat,4,6,2987,1715,7,246,5,104,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,4 (5K-10K),ford,2013,163692,75,mpv,grijs,diesel,Handgeschakeld,5,4,1499,1207,17,158,5,13,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,5 (10K-15K),volkswagen,2015,127367,75,hatchback,wit,diesel,Handgeschakeld,4,3,1422,1065,12.9,178,5,249,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,6 (> 15K),nissan,2010,18390,0,coupe,grijs,benzine,Automaat,3,6,3799,1740,0,0,4,199,Euro4,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2556,6 (> 15K),mercedes-benz,2007,150255,170,sedan,groen,diesel,Handgeschakeld,4,4,2148,1485,8.8,229,5,64,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,4 (5K-10K),hyundai,2015,91800,110,0,wit,diesel,Handgeschakeld,0,4,1582,1265,10.6,0,0,13,Euro5,0,1,0,0,0,1,0,0,0,0,1,1,0,0
2558,4 (5K-10K),toyota,2008,200767,177,mpv,grijs,diesel,Handgeschakeld,5,4,2231,1490,9,205,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2559,3 (2K-5K),volkswagen,2006,334448,105,sedan,zwart,diesel,Handgeschakeld,4,0,1896,1320,11.9,189,5,44,Euro4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2560,1 (< 1K),hyundai,1999,258766,139,coupe,rood,benzine,Handgeschakeld,3,4,1975,1150,8.6,201,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2561,1 (< 1K),bmw,2008,295247,177,stationwagon,zwart,diesel,Handgeschakeld,5,4,1995,1480,8.1,228,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2562,3 (2K-5K),renault,2004,141000,113,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1295,12.5,185,0,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2564,3 (2K-5K),audi,2005,413843,140,hatchback,zwart,diesel,Handgeschakeld,4,4,1968,0,0,207,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2565,4 (5K-10K),peugeot,2012,41000,68,hatchback,zwart,benzine,Handgeschakeld,5,3,998,825,13.7,157,4,266,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,4 (5K-10K),mini,2003,129029,116,hatchback,groen,benzine,Handgeschakeld,3,4,1598,1120,9.1,200,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2567,6 (> 15K),bmw,2013,114375,211,0,zwart,diesel,Automaat,0,6,2993,2050,9,210,5,99,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2568,6 (> 15K),ford,2009,14740,548,coupe,oranje,benzine,Handgeschakeld,2,8,5409,1500,4.1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2569,2 (1K-2K),peugeot,1997,213335,132,coupe,grijs,0,Handgeschakeld,2,4,1998,1360,10.5,203,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2570,2 (1K-2K),volkswagen,1998,299632,126,sedan,blauw,benzine,Handgeschakeld,4,4,1781,1250,11,206,5,108,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,4 (5K-10K),škoda,2011,113024,59,hatchback,zwart,benzine,Handgeschakeld,5,3,1198,990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2572,2 (1K-2K),suzuki,2002,167072,77,stationwagon,geel,benzine,Automaat,4,4,1298,970,99.9,0,5,82,Euro3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2573,6 (> 15K),lotus,2002,167898,260,cabriolet,groen,benzine,Handgeschakeld,2,4,2000,760,4.7,240,2,81,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,3 (2K-5K),ford,2007,190557,80,mpv,rood,benzine,Handgeschakeld,5,4,1388,1056,14,163,5,58,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,1 (< 1K),ford,2002,179451,60,hatchback,groen,benzine,Handgeschakeld,2,0,1299,906,99.9,0,5,75,Euro4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2577,3 (2K-5K),ford,2007,114389,116,hatchback,blauw,benzine,Handgeschakeld,5,4,1596,1157,10.8,190,5,61,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,3 (2K-5K),renault,2009,82000,59,hatchback,grijs,benzine,Handgeschakeld,3,4,1149,900,15,154,4,34,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,4 (5K-10K),audi,2009,274628,190,stationwagon,grijs,diesel,Handgeschakeld,5,6,2698,1595,8,230,5,68,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,4 (5K-10K),chevrolet,2008,91320,52,hatchback,groen,benzine,0,5,3,796,770,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
2583,1 (< 1K),volkswagen,2012,12000,105,0,zwart,benzine,Handgeschakeld,0,4,1197,0,10.5,190,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
2584,1 (< 1K),fiat,2002,164092,54,hatchback,blauw,benzine,Handgeschakeld,3,4,1108,710,14.5,150,5,47,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,4 (5K-10K),mitsubishi,2011,221000,147,terreinwagen,wit,benzine,Handgeschakeld,5,4,1998,1400,10.8,184,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2587,4 (5K-10K),fiat,2014,38924,60,hatchback,rood,benzine,Handgeschakeld,3,2,964,840,15,159,4,255,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,4 (5K-10K),ford,2011,144414,95,hatchback,grijs,diesel,Handgeschakeld,3,4,1560,1000,12.2,178,5,265,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,1 (< 1K),volkswagen,2003,292665,131,0,zilver,diesel,Handgeschakeld,0,5,2461,2175,10,250,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2591,3 (2K-5K),renault,2006,241756,170,mpv,zwart,benzine,Handgeschakeld,4,0,1998,1715,9.7,205,7,131,Euro4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2592,1 (< 1K),fiat,2000,124777,54,hatchback,blauw,benzine,Handgeschakeld,3,4,1108,710,13.8,150,5,45,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,4 (5K-10K),volkswagen,2010,117558,105,hatchback,grijs,diesel,Automaat,5,0,1598,1240,99.9,190,5,13,Euro5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2596,1 (< 1K),nissan,2003,249574,136,mpv,zilver,diesel,Handgeschakeld,5,4,2184,1425,10.5,187,0,85,Euro3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2599,4 (5K-10K),suzuki,2008,109178,125,hatchback,zwart,benzine,Handgeschakeld,3,4,1586,1005,0,0,0,75,Euro4,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2600,4 (5K-10K),bmw,2005,170915,116,hatchback,grijs,benzine,Handgeschakeld,5,4,1596,1180,10.9,200,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602,5 (10K-15K),kia,2011,126301,135,0,bruin,benzine,Handgeschakeld,0,4,1591,1280,11.5,178,5,53,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2603,4 (5K-10K),volvo,2007,184500,185,sedan,grijs,diesel,Automaat,4,5,2400,1560,9,225,5,97,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,4 (5K-10K),kia,2015,26347,67,hatchback,wit,benzine,Handgeschakeld,5,3,998,830,15,158,5,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,4 (5K-10K),volkswagen,2004,242215,105,hatchback,geel,diesel,Handgeschakeld,5,4,1896,1262,11.3,210,5,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,6 (> 15K),opel,2015,51126,120,stationwagon,zwart,benzine,Handgeschakeld,5,4,1364,1371,11,190,5,35,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,2 (1K-2K),mercedes-benz,2000,207645,82,mpv,grijs,benzine,Handgeschakeld,5,4,1397,995,13,170,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608,3 (2K-5K),honda,2002,196249,126,mpv,grijs,benzine,Handgeschakeld,5,4,1668,1333,99.9,0,7,87,Euro4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2609,4 (5K-10K),peugeot,2014,27320,82,hatchback,zwart,benzine,Handgeschakeld,3,3,1199,840,11,170,4,266,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,3 (2K-5K),ford,2009,251935,109,stationwagon,zwart,diesel,Handgeschakeld,5,4,1560,1291,11.2,191,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611,3 (2K-5K),volvo,2003,329109,165,sedan,grijs,diesel,Automaat,4,5,2401,1525,10,210,5,105,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,4 (5K-10K),volkswagen,2011,199271,105,mpv,grijs,benzine,Handgeschakeld,5,4,1198,1264,11,188,5,30,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2 (1K-2K),peugeot,2002,286289,136,stationwagon,paars,benzine,Handgeschakeld,5,4,1997,1330,0,0,0,98,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2614,3 (2K-5K),ford,2006,241503,90,hatchback,zwart,diesel,Handgeschakeld,5,4,1560,1252,16,177,5,28,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,6 (> 15K),volkswagen,2013,150701,123,0,beige,benzine,Handgeschakeld,0,4,1390,1401,9.3,197,5,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2617,2 (1K-2K),ford,2005,375322,109,stationwagon,zwart,diesel,Handgeschakeld,4,4,1560,0,0,188,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2618,2 (1K-2K),opel,2003,239676,84,hatchback,grijs,benzine,Handgeschakeld,3,4,1598,1107,13,180,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2619,2 (1K-2K),peugeot,2003,149950,75,hatchback,grijs,benzine,Handgeschakeld,3,4,1360,925,12.2,170,5,55,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,3 (2K-5K),seat,2002,171447,75,hatchback,grijs,benzine,Handgeschakeld,3,4,1390,1029,13.2,173,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2621,5 (10K-15K),saab,2008,207423,256,sedan,zwart,benzine,Automaat,4,6,2792,0,7.5,250,5,1,Euro4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2622,1 (< 1K),volkswagen,1996,182784,90,hatchback,rood,benzine,Automaat,3,4,1781,1039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2623,4 (5K-10K),renault,2009,139010,111,hatchback,grijs,benzine,Handgeschakeld,5,4,1598,1150,10.9,192,5,68,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,2 (1K-2K),citroën,2002,280250,116,stationwagon,zwart,benzine,Handgeschakeld,5,4,1749,1346,12,193,5,91,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,5 (10K-15K),volkswagen,2009,138128,211,hatchback,zwart,benzine,Automaat,5,4,1984,1314,6.9,238,5,77,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,4 (5K-10K),kia,2011,137995,86,hatchback,wit,benzine,Handgeschakeld,5,4,1248,1004,13,168,5,13,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,6 (> 15K),bmw,2014,25138,136,0,zilver,benzine,Handgeschakeld,0,3,1499,1295,9.3,200,5,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2629,4 (5K-10K),peugeot,2011,47917,82,hatchback,rood,benzine,Handgeschakeld,3,4,1397,1119,12.1,170,5,49,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,6 (> 15K),renault,2015,40422,90,0,bruin,benzine,Handgeschakeld,5,3,898,0,0,171,5,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2633,1 (< 1K),renault,2004,153106,113,mpv,zwart,lpg g3,Handgeschakeld,4,0,1598,1337,12.5,185,5,76,Euro3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2634,2 (1K-2K),fiat,2007,98089,54,hatchback,groen,benzine,Handgeschakeld,3,4,1108,0,0,150,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2635,3 (2K-5K),renault,2000,314210,108,cabriolet,groen,benzine,Automaat,2,4,1600,1130,0,0,5,78,Euro2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2636,4 (5K-10K),fiat,2009,103857,69,hatchback,wit,benzine,Semi-automaat,3,4,1242,875,12.9,160,4,14,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,4 (5K-10K),fiat,2013,101582,69,hatchback,blauw,benzine,Handgeschakeld,3,4,1242,990,14,155,5,30,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,5 (10K-15K),volvo,2012,148001,163,sedan,grijs,diesel,Automaat,4,5,1984,1520,9.7,210,5,52,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,3 (2K-5K),opel,2002,193476,147,mpv,blauw,benzine,Automaat,5,4,2198,1385,11,188,7,132,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,4 (5K-10K),kia,2015,37322,67,hatchback,blauw,benzine,Handgeschakeld,5,3,998,830,15,158,4,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,4 (5K-10K),kia,2008,62422,141,0,blauw,benzine,Handgeschakeld,0,4,1975,1442,10,179,5,94,Euro4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2644,2 (1K-2K),renault,2004,234000,120,mpv,zwart,diesel,Handgeschakeld,5,4,1870,1405,12.1,188,5,58,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,4 (5K-10K),volkswagen,2013,108502,60,hatchback,grijs,benzine,Handgeschakeld,5,3,999,840,14,161,4,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,1 (< 1K),ford,2005,363069,90,hatchback,grijs,diesel,Handgeschakeld,5,4,1753,1157,12.4,178,5,47,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,6 (> 15K),land-rover,2008,48175,122,terreinwagen,zwart,diesel,Handgeschakeld,3,4,2402,1895,16.8,131,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2649,1 (< 1K),opel,1999,325538,65,hatchback,rood,benzine,Handgeschakeld,3,4,1199,850,14,163,5,55,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,2 (1K-2K),volvo,1997,325142,144,stationwagon,groen,benzine,Handgeschakeld,4,5,2435,1424,10.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2652,4 (5K-10K),bmw,2006,283523,129,sedan,zwart,lpg g3,Handgeschakeld,4,4,1995,1383,0,0,0,79,Euro4,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2653,3 (2K-5K),toyota,2009,49712,68,hatchback,blauw,benzine,Handgeschakeld,3,3,998,775,14.2,157,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2655,1 (< 1K),citroen,2000,282236,89,hatchback,geel,benzine,Handgeschakeld,3,4,1587,1043,13.1,183,5,81,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,3 (2K-5K),peugeot,2007,235897,89,stationwagon,grijs,benzine,Handgeschakeld,5,4,1360,1206,13.5,170,5,63,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,4 (5K-10K),renault,2011,88000,102,cabriolet,zwart,benzine,Handgeschakeld,2,4,1149,1106,10.5,190,2,49,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,1 (< 1K),citroen,1996,258963,60,hatchback,groen,benzine,Handgeschakeld,3,4,1124,780,12.8,162,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2659,4 (5K-10K),volvo,2006,346976,185,stationwagon,grijs,diesel,Automaat,4,5,2401,0,0,205,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2661,5 (10K-15K),ford,2012,153248,184,stationwagon,zwart,benzine,Handgeschakeld,5,4,1596,1258,8,224,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,3 (2K-5K),opel,2008,301909,126,coupe,grijs,diesel,Handgeschakeld,2,4,1686,1265,99.9,197,5,50,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,4 (5K-10K),volkswagen,2009,193578,122,stationwagon,blauw,benzine,Handgeschakeld,5,4,1390,1404,10.5,200,5,63,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,1 (< 1K),opel,1996,458921,131,stationwagon,groen,diesel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
2667,4 (5K-10K),audi,1999,232532,224,coupe,grijs,benzine,Handgeschakeld,3,4,1781,1370,6,243,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2668,2 (1K-2K),ford,2004,108599,60,hatchback,geel,benzine,Handgeschakeld,3,4,1299,862,15.4,154,4,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,1 (< 1K),peugeot,2003,347897,68,hatchback,grijs,diesel,Handgeschakeld,3,4,1398,949,14.7,168,5,17,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,3 (2K-5K),volkswagen,2003,134438,105,hatchback,blauw,benzine,Handgeschakeld,3,4,1598,1107,10.5,192,5,70,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,3 (2K-5K),mitsubishi,2006,162218,97,hatchback,zwart,benzine,Handgeschakeld,5,4,1332,945,11,180,5,47,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,3 (2K-5K),mazda,2003,187688,120,stationwagon,grijs,benzine,Handgeschakeld,5,4,1798,1310,11,192,5,102,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,3 (2K-5K),peugeot,2008,194957,90,stationwagon,blauw,diesel,Handgeschakeld,5,4,1560,1392,13,174,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2675,1 (< 1K),alfa,2007,202959,120,hatchback,zwart,diesel,Handgeschakeld,4,4,1910,1285,9.6,195,5,57,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,6 (> 15K),citroen,2012,29871,200,hatchback,grijs,benzine,Handgeschakeld,5,4,1598,1405,8.2,235,5,59,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,4 (5K-10K),opel,2010,111365,101,0,grijs,benzine,Handgeschakeld,0,4,1398,1273,14.1,178,0,33,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
